codgeo,libgeo,ze2020,libze2020,ze_partie_reg,dep,reg
66152,Prugnanes,7620,Perpignan,,66,76
66153,Prunet-et-Belpuig,7620,Perpignan,,66,76
66154,Puyvalador,7620,Perpignan,,66,76
66155,Py,7620,Perpignan,,66,76
66156,Rabouillet,7620,Perpignan,,66,76
66157,Railleu,7620,Perpignan,,66,76
66158,Rasiguères,7620,Perpignan,,66,76
66159,Réal,7620,Perpignan,,66,76
66160,Reynès,7620,Perpignan,,66,76
66161,Ria-Sirach,7620,Perpignan,,66,76
66162,Rigarda,7620,Perpignan,,66,76
66164,Rivesaltes,7620,Perpignan,,66,76
66165,Rodès,7620,Perpignan,,66,76
66166,Sahorre,7620,Perpignan,,66,76
66167,Saillagouse,7620,Perpignan,,66,76
66168,Saint-André,7620,Perpignan,,66,76
66169,Saint-Arnac,7620,Perpignan,,66,76
66170,Sainte-Colombe-de-la-Commanderie,7620,Perpignan,,66,76
66171,Saint-Cyprien,7620,Perpignan,,66,76
66172,Saint-Estève,7620,Perpignan,,66,76
66173,Saint-Féliu-d'Amont,7620,Perpignan,,66,76
66174,Saint-Féliu-d'Avall,7620,Perpignan,,66,76
66175,Saint-Génis-des-Fontaines,7620,Perpignan,,66,76
66176,Saint-Hippolyte,7620,Perpignan,,66,76
66177,Saint-Jean-Lasseille,7620,Perpignan,,66,76
66178,Saint-Jean-Pla-de-Corts,7620,Perpignan,,66,76
66179,Saint-Laurent-de-Cerdans,7620,Perpignan,,66,76
66180,Saint-Laurent-de-la-Salanque,7620,Perpignan,,66,76
66181,Sainte-Léocadie,7620,Perpignan,,66,76
66182,Sainte-Marie-la-Mer,7620,Perpignan,,66,76
66183,Saint-Marsal,7620,Perpignan,,66,76
66184,Saint-Martin-de-Fenouillet,7620,Perpignan,,66,76
66185,Saint-Michel-de-Llotes,7620,Perpignan,,66,76
66186,Saint-Nazaire,7620,Perpignan,,66,76
66187,Saint-Paul-de-Fenouillet,7620,Perpignan,,66,76
66188,Saint-Pierre-dels-Forcats,7620,Perpignan,,66,76
66189,Saleilles,7620,Perpignan,,66,76
66190,Salses-le-Château,7620,Perpignan,,66,76
66191,Sansa,7620,Perpignan,,66,76
66192,Sauto,7620,Perpignan,,66,76
66193,Serdinya,7620,Perpignan,,66,76
66194,Serralongue,7620,Perpignan,,66,76
66195,Le Soler,7620,Perpignan,,66,76
66196,Sorède,7620,Perpignan,,66,76
66197,Souanyas,7620,Perpignan,,66,76
66198,Sournia,7620,Perpignan,,66,76
66199,Taillet,7620,Perpignan,,66,76
66201,Tarerach,7620,Perpignan,,66,76
66202,Targasonne,7620,Perpignan,,66,76
66203,Taulis,7620,Perpignan,,66,76
66204,Taurinya,7620,Perpignan,,66,76
66205,Tautavel,7620,Perpignan,,66,76
66206,Le Tech,7620,Perpignan,,66,76
66207,Terrats,7620,Perpignan,,66,76
66208,Théza,7620,Perpignan,,66,76
66209,Thuès-Entre-Valls,7620,Perpignan,,66,76
66210,Thuir,7620,Perpignan,,66,76
66211,Tordères,7620,Perpignan,,66,76
66212,Torreilles,7620,Perpignan,,66,76
66213,Toulouges,7620,Perpignan,,66,76
66214,Tresserre,7620,Perpignan,,66,76
66215,Trévillach,7620,Perpignan,,66,76
66216,Trilla,7620,Perpignan,,66,76
66217,Trouillas,7620,Perpignan,,66,76
66218,Ur,7620,Perpignan,,66,76
66219,Urbanya,7620,Perpignan,,66,76
66220,Valcebollère,7620,Perpignan,,66,76
66221,Valmanya,7620,Perpignan,,66,76
66222,Vernet-les-Bains,7620,Perpignan,,66,76
66223,Villefranche-de-Conflent,7620,Perpignan,,66,76
66224,Villelongue-de-la-Salanque,7620,Perpignan,,66,76
66225,Villelongue-dels-Monts,7620,Perpignan,,66,76
66226,Villemolaque,7620,Perpignan,,66,76
66227,Villeneuve-de-la-Raho,7620,Perpignan,,66,76
66228,Villeneuve-la-Rivière,7620,Perpignan,,66,76
66230,Vinça,7620,Perpignan,,66,76
66231,Vingrau,7620,Perpignan,,66,76
66232,Vira,7620,Perpignan,,66,76
66233,Vivès,7620,Perpignan,,66,76
66234,Le Vivier,7620,Perpignan,,66,76
67001,Achenheim,4423,Strasbourg,,67,44
67002,Adamswiller,4420,Sarreguemines,,67,44
67003,Albé,4422,Sélestat,,67,44
67004,Sommerau,4423,Strasbourg,,67,44
67005,Alteckendorf,4409,Haguenau,,67,44
67006,Altenheim,4423,Strasbourg,,67,44
67008,Altorf,4423,Strasbourg,,67,44
67009,Altwiller,4420,Sarreguemines,,67,44
67010,Andlau,4422,Sélestat,,67,44
67011,Artolsheim,4422,Sélestat,,67,44
67012,Aschbach,4409,Haguenau,,67,44
67013,Asswiller,4420,Sarreguemines,,67,44
67016,Avolsheim,4423,Strasbourg,,67,44
67017,Baerendorf,4419,Sarrebourg,,67,44
67018,Balbronn,4423,Strasbourg,,67,44
67019,Baldenheim,4422,Sélestat,,67,44
67020,Barembach,4423,Strasbourg,,67,44
67021,Barr,4423,Strasbourg,,67,44
67022,Bassemberg,4422,Sélestat,,67,44
67023,Batzendorf,4409,Haguenau,,67,44
67025,Beinheim,4409,Haguenau,,67,44
67026,Bellefosse,4423,Strasbourg,,67,44
67027,Belmont,4423,Strasbourg,,67,44
67028,Benfeld,4422,Sélestat,,67,44
67029,Berg,4420,Sarreguemines,,67,44
67030,Bergbieten,4423,Strasbourg,,67,44
67031,Bernardswiller,4423,Strasbourg,,67,44
67032,Bernardvillé,4422,Sélestat,,67,44
67033,Bernolsheim,4409,Haguenau,,67,44
67034,Berstett,4423,Strasbourg,,67,44
67035,Berstheim,4409,Haguenau,,67,44
67036,Bettwiller,4420,Sarreguemines,,67,44
67037,Biblisheim,4409,Haguenau,,67,44
67038,Bietlenheim,4409,Haguenau,,67,44
67039,Bilwisheim,4423,Strasbourg,,67,44
67040,Bindernheim,4422,Sélestat,,67,44
67043,Bischheim,4423,Strasbourg,,67,44
67044,Bischholtz,4409,Haguenau,,67,44
67045,Bischoffsheim,4423,Strasbourg,,67,44
67046,Bischwiller,4409,Haguenau,,67,44
67047,Bissert,4420,Sarreguemines,,67,44
67048,Bitschhoffen,4409,Haguenau,,67,44
67049,Blaesheim,4423,Strasbourg,,67,44
67050,Blancherupt,4423,Strasbourg,,67,44
67051,Blienschwiller,4422,Sélestat,,67,44
67052,Bœrsch,4423,Strasbourg,,67,44
67053,Bœsenbiesen,4422,Sélestat,,67,44
67054,Bolsenheim,4423,Strasbourg,,67,44
67055,Boofzheim,4422,Sélestat,,67,44
67056,Bootzheim,4422,Sélestat,,67,44
67057,Bosselshausen,4409,Haguenau,,67,44
67058,Bossendorf,4423,Strasbourg,,67,44
67059,Bourg-Bruche,4423,Strasbourg,,67,44
67060,Bourgheim,4423,Strasbourg,,67,44
67061,Bouxwiller,4409,Haguenau,,67,44
67062,Breitenau,4422,Sélestat,,67,44
67063,Breitenbach,4422,Sélestat,,67,44
67065,Breuschwickersheim,4423,Strasbourg,,67,44
67066,La Broque,4423,Strasbourg,,67,44
67067,Brumath,4409,Haguenau,,67,44
67068,Buswiller,4409,Haguenau,,67,44
67069,Buhl,4409,Haguenau,,67,44
67070,Burbach,4420,Sarreguemines,,67,44
67071,Bust,4419,Sarrebourg,,67,44
67072,Butten,4420,Sarreguemines,,67,44
67073,Châtenois,4422,Sélestat,,67,44
67074,Cleebourg,4409,Haguenau,,67,44
67075,Climbach,4409,Haguenau,,67,44
67076,Colroy-la-Roche,4423,Strasbourg,,67,44
67077,Cosswiller,4423,Strasbourg,,67,44
67078,Crastatt,4423,Strasbourg,,67,44
67079,Crœttwiller,4409,Haguenau,,67,44
67080,Dachstein,4423,Strasbourg,,67,44
67081,Dahlenheim,4423,Strasbourg,,67,44
67082,Dalhunden,4409,Haguenau,,67,44
67083,Dambach,4409,Haguenau,,67,44
67084,Dambach-la-Ville,4422,Sélestat,,67,44
67085,Dangolsheim,4423,Strasbourg,,67,44
67086,Daubensand,4423,Strasbourg,,67,44
67087,Dauendorf,4409,Haguenau,,67,44
67088,Dehlingen,4420,Sarreguemines,,67,44
67089,Dettwiller,4423,Strasbourg,,67,44
67090,Diebolsheim,4422,Sélestat,,67,44
67091,Diedendorf,4419,Sarrebourg,,67,44
67092,Dieffenbach-au-Val,4422,Sélestat,,67,44
67093,Dieffenbach-lès-Wœrth,4409,Haguenau,,67,44
67094,Dieffenthal,4422,Sélestat,,67,44
67095,Diemeringen,4420,Sarreguemines,,67,44
67096,Dimbsthal,4423,Strasbourg,,67,44
67097,Dingsheim,4423,Strasbourg,,67,44
67098,Dinsheim-sur-Bruche,4423,Strasbourg,,67,44
67099,Domfessel,4420,Sarreguemines,,67,44
67100,Donnenheim,4423,Strasbourg,,67,44
67101,Dorlisheim,4423,Strasbourg,,67,44
67102,Dossenheim-Kochersberg,4423,Strasbourg,,67,44
67103,Dossenheim-sur-Zinsel,4419,Sarrebourg,,67,44
67104,Drachenbronn-Birlenbach,4409,Haguenau,,67,44
67105,Drulingen,4420,Sarreguemines,,67,44
67106,Drusenheim,4409,Haguenau,,67,44
67107,Duntzenheim,4423,Strasbourg,,67,44
67108,Duppigheim,4423,Strasbourg,,67,44
67109,Durningen,4423,Strasbourg,,67,44
67110,Durrenbach,4409,Haguenau,,67,44
67111,Durstel,4420,Sarreguemines,,67,44
67112,Duttlenheim,4423,Strasbourg,,67,44
67113,Eberbach-Seltz,4409,Haguenau,,67,44
67115,Ebersheim,4422,Sélestat,,67,44
67116,Ebersmunster,4422,Sélestat,,67,44
67117,Eckartswiller,4419,Sarrebourg,,67,44
67118,Eckbolsheim,4423,Strasbourg,,67,44
67119,Eckwersheim,4423,Strasbourg,,67,44
67120,Eichhoffen,4423,Strasbourg,,67,44
67121,Elsenheim,4422,Sélestat,,67,44
67122,Wangenbourg-Engenthal,4423,Strasbourg,,67,44
67123,Engwiller,4409,Haguenau,,67,44
67124,Entzheim,4423,Strasbourg,,67,44
67125,Epfig,4422,Sélestat,,67,44
67126,Erckartswiller,4409,Haguenau,,67,44
67127,Ergersheim,4423,Strasbourg,,67,44
67128,Ernolsheim-Bruche,4423,Strasbourg,,67,44
67129,Ernolsheim-lès-Saverne,4419,Sarrebourg,,67,44
67130,Erstein,4423,Strasbourg,,67,44
67131,Eschau,4423,Strasbourg,,67,44
67132,Eschbach,4409,Haguenau,,67,44
67133,Eschbourg,4419,Sarrebourg,,67,44
67134,Eschwiller,4420,Sarreguemines,,67,44
67135,Ettendorf,4409,Haguenau,,67,44
67136,Eywiller,4420,Sarreguemines,,67,44
67137,Fegersheim,4423,Strasbourg,,67,44
67138,Fessenheim-le-Bas,4423,Strasbourg,,67,44
67139,Flexbourg,4423,Strasbourg,,67,44
67140,Forstfeld,4409,Haguenau,,67,44
67141,Forstheim,4409,Haguenau,,67,44
67142,Fort-Louis,4409,Haguenau,,67,44
67143,Fouchy,4422,Sélestat,,67,44
67144,Fouday,4423,Strasbourg,,67,44
67145,Friedolsheim,4423,Strasbourg,,67,44
67146,Friesenheim,4422,Sélestat,,67,44
67147,Frœschwiller,4409,Haguenau,,67,44
67148,Frohmuhl,4420,Sarreguemines,,67,44
67149,Furchhausen,4423,Strasbourg,,67,44
67150,Furdenheim,4423,Strasbourg,,67,44
67151,Gambsheim,4423,Strasbourg,,67,44
67152,Geispolsheim,4423,Strasbourg,,67,44
67153,Geiswiller-Zœbersdorf,4423,Strasbourg,,67,44
67154,Gerstheim,4423,Strasbourg,,67,44
67155,Gertwiller,4423,Strasbourg,,67,44
67156,Geudertheim,4409,Haguenau,,67,44
67159,Gœrlingen,4419,Sarrebourg,,67,44
67160,Gœrsdorf,4409,Haguenau,,67,44
67161,Gottenhouse,4419,Sarrebourg,,67,44
67162,Gottesheim,4423,Strasbourg,,67,44
67163,Gougenheim,4423,Strasbourg,,67,44
67164,Goxwiller,4423,Strasbourg,,67,44
67165,Grandfontaine,4423,Strasbourg,,67,44
67166,Grassendorf,4409,Haguenau,,67,44
67167,Grendelbruch,4423,Strasbourg,,67,44
67168,Gresswiller,4423,Strasbourg,,67,44
67169,Gries,4409,Haguenau,,67,44
67172,Griesheim-près-Molsheim,4423,Strasbourg,,67,44
67173,Griesheim-sur-Souffel,4423,Strasbourg,,67,44
67174,Gumbrechtshoffen,4409,Haguenau,,67,44
67176,Gundershoffen,4409,Haguenau,,67,44
67177,Gunstett,4409,Haguenau,,67,44
67178,Gungwiller,4420,Sarreguemines,,67,44
67179,Haegen,4419,Sarrebourg,,67,44
67180,Haguenau,4409,Haguenau,,67,44
67181,Handschuheim,4423,Strasbourg,,67,44
67182,Hangenbieten,4423,Strasbourg,,67,44
67183,Harskirchen,4420,Sarreguemines,,67,44
67184,Hatten,4409,Haguenau,,67,44
67185,Hattmatt,4419,Sarrebourg,,67,44
67186,Hegeney,4409,Haguenau,,67,44
67187,Heidolsheim,4422,Sélestat,,67,44
67188,Heiligenberg,4423,Strasbourg,,67,44
67189,Heiligenstein,4423,Strasbourg,,67,44
67190,Hengwiller,4423,Strasbourg,,67,44
67191,Herbitzheim,4420,Sarreguemines,,67,44
67192,Herbsheim,4422,Sélestat,,67,44
67194,Herrlisheim,4409,Haguenau,,67,44
67195,Hessenheim,4422,Sélestat,,67,44
67196,Hilsenheim,4422,Sélestat,,67,44
67197,Hindisheim,4423,Strasbourg,,67,44
67198,Hinsbourg,4420,Sarreguemines,,67,44
67199,Hinsingen,4420,Sarreguemines,,67,44
67200,Hipsheim,4423,Strasbourg,,67,44
67201,Hirschland,4419,Sarrebourg,,67,44
67202,Hochfelden,4423,Strasbourg,,67,44
67203,Hochstett,4409,Haguenau,,67,44
67204,Hœnheim,4423,Strasbourg,,67,44
67205,Hœrdt,4409,Haguenau,,67,44
67206,Hoffen,4409,Haguenau,,67,44
67208,Hohengœft,4423,Strasbourg,,67,44
67209,Hohfrankenheim,4423,Strasbourg,,67,44
67210,Le Hohwald,4423,Strasbourg,,67,44
67212,Holtzheim,4423,Strasbourg,,67,44
67213,Hunspach,4409,Haguenau,,67,44
67214,Hurtigheim,4423,Strasbourg,,67,44
67215,Huttendorf,4409,Haguenau,,67,44
67216,Huttenheim,4422,Sélestat,,67,44
67217,Ichtratzheim,4423,Strasbourg,,67,44
67218,Illkirch-Graffenstaden,4423,Strasbourg,,67,44
67220,Ingenheim,4423,Strasbourg,,67,44
67221,Ingolsheim,4409,Haguenau,,67,44
67222,Ingwiller,4409,Haguenau,,67,44
67223,Innenheim,4423,Strasbourg,,67,44
67225,Issenhausen,4409,Haguenau,,67,44
67226,Ittenheim,4423,Strasbourg,,67,44
67227,Itterswiller,4422,Sélestat,,67,44
67228,Neugartheim-Ittlenheim,4423,Strasbourg,,67,44
67229,Jetterswiller,4423,Strasbourg,,67,44
67230,Kaltenhouse,4409,Haguenau,,67,44
67231,Kauffenheim,4409,Haguenau,,67,44
67232,Keffenach,4409,Haguenau,,67,44
67233,Kertzfeld,4422,Sélestat,,67,44
67234,Keskastel,4420,Sarreguemines,,67,44
67235,Kesseldorf,4409,Haguenau,,67,44
67236,Kienheim,4423,Strasbourg,,67,44
67237,Kilstett,4423,Strasbourg,,67,44
67238,Kindwiller,4409,Haguenau,,67,44
67239,Kintzheim,4422,Sélestat,,67,44
67240,Kirchheim,4423,Strasbourg,,67,44
67241,Kirrberg,4419,Sarrebourg,,67,44
67242,Kirrwiller,4409,Haguenau,,67,44
67244,Kleingœft,4423,Strasbourg,,67,44
67245,Knœrsheim,4423,Strasbourg,,67,44
67246,Kogenheim,4422,Sélestat,,67,44
67247,Kolbsheim,4423,Strasbourg,,67,44
67248,Krautergersheim,4423,Strasbourg,,67,44
67249,Krautwiller,4423,Strasbourg,,67,44
67250,Kriegsheim,4409,Haguenau,,67,44
67252,Kurtzenhouse,4409,Haguenau,,67,44
67253,Kuttolsheim,4423,Strasbourg,,67,44
67254,Kutzenhausen,4409,Haguenau,,67,44
67255,Lalaye,4422,Sélestat,,67,44
67256,Lampertheim,4423,Strasbourg,,67,44
67257,Lampertsloch,4409,Haguenau,,67,44
67258,Landersheim,4423,Strasbourg,,67,44
67259,Langensoultzbach,4409,Haguenau,,67,44
67260,Laubach,4409,Haguenau,,67,44
67261,Lauterbourg,4409,Haguenau,,67,44
67263,Lembach,4409,Haguenau,,67,44
67264,Leutenheim,4409,Haguenau,,67,44
67265,Lichtenberg,4409,Haguenau,,67,44
67266,Limersheim,4423,Strasbourg,,67,44
67267,Lingolsheim,4423,Strasbourg,,67,44
67268,Lipsheim,4423,Strasbourg,,67,44
67269,Littenheim,4423,Strasbourg,,67,44
67270,Lixhausen,4423,Strasbourg,,67,44
67271,Lobsann,4409,Haguenau,,67,44
67272,Lochwiller,4423,Strasbourg,,67,44
67273,Lohr,4420,Sarreguemines,,67,44
67274,Lorentzen,4420,Sarreguemines,,67,44
67275,Lupstein,4423,Strasbourg,,67,44
67276,Lutzelhouse,4423,Strasbourg,,67,44
67277,Mackenheim,4422,Sélestat,,67,44
67278,Mackwiller,4420,Sarreguemines,,67,44
67279,Maennolsheim,4423,Strasbourg,,67,44
67280,Maisonsgoutte,4422,Sélestat,,67,44
67281,Marckolsheim,4422,Sélestat,,67,44
67282,Marlenheim,4423,Strasbourg,,67,44
67283,Marmoutier,4423,Strasbourg,,67,44
67285,Matzenheim,4423,Strasbourg,,67,44
67286,Meistratzheim,4423,Strasbourg,,67,44
67287,Melsheim,4423,Strasbourg,,67,44
67288,Memmelshoffen,4409,Haguenau,,67,44
67289,Menchhoffen,4409,Haguenau,,67,44
67290,Merkwiller-Pechelbronn,4409,Haguenau,,67,44
67291,Mertzwiller,4409,Haguenau,,67,44
67292,Mietesheim,4409,Haguenau,,67,44
67293,Minversheim,4409,Haguenau,,67,44
67295,Mittelbergheim,4423,Strasbourg,,67,44
67296,Mittelhausbergen,4423,Strasbourg,,67,44
67298,Mittelschaeffolsheim,4423,Strasbourg,,67,44
67299,Mollkirch,4423,Strasbourg,,67,44
67300,Molsheim,4423,Strasbourg,,67,44
67301,Mommenheim,4409,Haguenau,,67,44
67302,Monswiller,4419,Sarrebourg,,67,44
67303,Morsbronn-les-Bains,4409,Haguenau,,67,44
67304,Morschwiller,4409,Haguenau,,67,44
67305,Mothern,4409,Haguenau,,67,44
67306,Muhlbach-sur-Bruche,4423,Strasbourg,,67,44
67307,Mulhausen,4409,Haguenau,,67,44
67308,Munchhausen,4409,Haguenau,,67,44
67309,Mundolsheim,4423,Strasbourg,,67,44
67310,Mussig,4422,Sélestat,,67,44
67311,Muttersholtz,4422,Sélestat,,67,44
67312,Mutzenhouse,4423,Strasbourg,,67,44
67313,Mutzig,4423,Strasbourg,,67,44
67314,Natzwiller,4423,Strasbourg,,67,44
67315,Neewiller-près-Lauterbourg,4409,Haguenau,,67,44
67317,Neubois,4422,Sélestat,,67,44
67319,Neuhaeusel,4409,Haguenau,,67,44
67320,Neuve-Église,4422,Sélestat,,67,44
67321,Neuviller-la-Roche,4423,Strasbourg,,67,44
67322,Neuwiller-lès-Saverne,4419,Sarrebourg,,67,44
67324,Niederbronn-les-Bains,4409,Haguenau,,67,44
67325,Niederhaslach,4423,Strasbourg,,67,44
67326,Niederhausbergen,4423,Strasbourg,,67,44
67327,Niederlauterbach,4409,Haguenau,,67,44
67328,Niedermodern,4409,Haguenau,,67,44
67329,Niedernai,4423,Strasbourg,,67,44
67330,Niederrœdern,4409,Haguenau,,67,44
67331,Niederschaeffolsheim,4409,Haguenau,,67,44
67333,Niedersoultzbach,4409,Haguenau,,67,44
67334,Niedersteinbach,4409,Haguenau,,67,44
67335,Nordheim,4423,Strasbourg,,67,44
67336,Nordhouse,4423,Strasbourg,,67,44
67337,Nothalten,4422,Sélestat,,67,44
67338,Obenheim,4423,Strasbourg,,67,44
67339,Betschdorf,4409,Haguenau,,67,44
67340,Oberbronn,4409,Haguenau,,67,44
67341,Oberdorf-Spachbach,4409,Haguenau,,67,44
67342,Oberhaslach,4423,Strasbourg,,67,44
67343,Oberhausbergen,4423,Strasbourg,,67,44
67344,Oberhoffen-lès-Wissembourg,4409,Haguenau,,67,44
67345,Oberhoffen-sur-Moder,4409,Haguenau,,67,44
67346,Oberlauterbach,4409,Haguenau,,67,44
67347,Obermodern-Zutzendorf,4409,Haguenau,,67,44
67348,Obernai,4423,Strasbourg,,67,44
67349,Oberrœdern,4409,Haguenau,,67,44
67350,Oberschaeffolsheim,4423,Strasbourg,,67,44
67351,Seebach,4409,Haguenau,,67,44
67352,Obersoultzbach,4409,Haguenau,,67,44
67353,Obersteinbach,4409,Haguenau,,67,44
67354,Odratzheim,4423,Strasbourg,,67,44
67355,Oermingen,4420,Sarreguemines,,67,44
67356,Offendorf,4423,Strasbourg,,67,44
67358,Offwiller,4409,Haguenau,,67,44
67359,Ohlungen,4409,Haguenau,,67,44
67360,Ohnenheim,4422,Sélestat,,67,44
67361,Olwisheim,4423,Strasbourg,,67,44
67362,Orschwiller,4422,Sélestat,,67,44
67363,Osthoffen,4423,Strasbourg,,67,44
67364,Osthouse,4423,Strasbourg,,67,44
67365,Ostwald,4423,Strasbourg,,67,44
67366,Ottersthal,4419,Sarrebourg,,67,44
67367,Otterswiller,4423,Strasbourg,,67,44
67368,Ottrott,4423,Strasbourg,,67,44
67369,Ottwiller,4420,Sarreguemines,,67,44
67370,Petersbach,4420,Sarreguemines,,67,44
67371,La Petite-Pierre,4420,Sarreguemines,,67,44
67372,Val-de-Moder,4409,Haguenau,,67,44
67373,Pfalzweyer,4419,Sarrebourg,,67,44
67375,Pfulgriesheim,4423,Strasbourg,,67,44
67377,Plaine,4423,Strasbourg,,67,44
67378,Plobsheim,4423,Strasbourg,,67,44
67379,Preuschdorf,4409,Haguenau,,67,44
67380,Printzheim,4423,Strasbourg,,67,44
67381,Puberg,4409,Haguenau,,67,44
67382,Quatzenheim,4423,Strasbourg,,67,44
67383,Rangen,4423,Strasbourg,,67,44
67384,Ranrupt,4423,Strasbourg,,67,44
67385,Ratzwiller,4420,Sarreguemines,,67,44
67386,Rauwiller,4419,Sarrebourg,,67,44
67387,Reichsfeld,4422,Sélestat,,67,44
67388,Reichshoffen,4409,Haguenau,,67,44
67389,Reichstett,4423,Strasbourg,,67,44
67391,Reinhardsmunster,4419,Sarrebourg,,67,44
67392,Reipertswiller,4409,Haguenau,,67,44
67394,Retschwiller,4409,Haguenau,,67,44
67395,Reutenbourg,4423,Strasbourg,,67,44
67396,Rexingen,4420,Sarreguemines,,67,44
67397,Rhinau,4422,Sélestat,,67,44
67398,Richtolsheim,4422,Sélestat,,67,44
67400,Riedseltz,4409,Haguenau,,67,44
67401,Rimsdorf,4420,Sarreguemines,,67,44
67403,Ringendorf,4409,Haguenau,,67,44
67404,Rittershoffen,4409,Haguenau,,67,44
67405,Rœschwoog,4409,Haguenau,,67,44
67406,Rohr,4423,Strasbourg,,67,44
67407,Rohrwiller,4409,Haguenau,,67,44
67408,Romanswiller,4423,Strasbourg,,67,44
67409,Roppenheim,4409,Haguenau,,67,44
67410,Rosenwiller,4423,Strasbourg,,67,44
67411,Rosheim,4423,Strasbourg,,67,44
67412,Rossfeld,4422,Sélestat,,67,44
67413,Rosteig,4409,Haguenau,,67,44
67414,Rothau,4423,Strasbourg,,67,44
67415,Rothbach,4409,Haguenau,,67,44
67416,Rott,4409,Haguenau,,67,44
67417,Rottelsheim,4409,Haguenau,,67,44
67418,Rountzenheim-Auenheim,4409,Haguenau,,67,44
67420,Russ,4423,Strasbourg,,67,44
67421,Saales,4423,Strasbourg,,67,44
67422,Saasenheim,4422,Sélestat,,67,44
67423,Saessolsheim,4423,Strasbourg,,67,44
67424,Saint-Blaise-la-Roche,4423,Strasbourg,,67,44
67425,Saint-Jean-Saverne,4419,Sarrebourg,,67,44
67426,Saint-Martin,4422,Sélestat,,67,44
67427,Saint-Maurice,4422,Sélestat,,67,44
67428,Saint-Nabor,4423,Strasbourg,,67,44
67429,Saint-Pierre,4423,Strasbourg,,67,44
67430,Saint-Pierre-Bois,4422,Sélestat,,67,44
67432,Salmbach,4409,Haguenau,,67,44
67433,Sand,4423,Strasbourg,,67,44
67434,Sarre-Union,4420,Sarreguemines,,67,44
67435,Sarrewerden,4420,Sarreguemines,,67,44
67436,Saulxures,4423,Strasbourg,,67,44
67437,Saverne,4419,Sarrebourg,,67,44
67438,Schaeffersheim,4423,Strasbourg,,67,44
67440,Schaffhouse-près-Seltz,4409,Haguenau,,67,44
67441,Schalkendorf,4409,Haguenau,,67,44
67442,Scharrachbergheim-Irmstett,4423,Strasbourg,,67,44
67443,Scheibenhard,4409,Haguenau,,67,44
67444,Scherlenheim,4423,Strasbourg,,67,44
67445,Scherwiller,4422,Sélestat,,67,44
67446,Schillersdorf,4409,Haguenau,,67,44
67447,Schiltigheim,4423,Strasbourg,,67,44
67448,Schirmeck,4423,Strasbourg,,67,44
67449,Schirrhein,4409,Haguenau,,67,44
67450,Schirrhoffen,4409,Haguenau,,67,44
67451,Schleithal,4409,Haguenau,,67,44
67452,Schnersheim,4423,Strasbourg,,67,44
67453,Schœnau,4422,Sélestat,,67,44
67454,Schœnbourg,4419,Sarrebourg,,67,44
67455,Schœnenbourg,4409,Haguenau,,67,44
67456,Schopperten,4420,Sarreguemines,,67,44
67458,Schweighouse-sur-Moder,4409,Haguenau,,67,44
67459,Schwenheim,4423,Strasbourg,,67,44
67460,Schwindratzheim,4423,Strasbourg,,67,44
67461,Schwobsheim,4422,Sélestat,,67,44
67462,Sélestat,4422,Sélestat,,67,44
67463,Seltz,4409,Haguenau,,67,44
67464,Sermersheim,4422,Sélestat,,67,44
67465,Sessenheim,4409,Haguenau,,67,44
67466,Siegen,4409,Haguenau,,67,44
67467,Siewiller,4419,Sarrebourg,,67,44
67468,Siltzheim,4420,Sarreguemines,,67,44
67470,Solbach,4423,Strasbourg,,67,44
67471,Souffelweyersheim,4423,Strasbourg,,67,44
67472,Soufflenheim,4409,Haguenau,,67,44
67473,Soultz-les-Bains,4423,Strasbourg,,67,44
67474,Soultz-sous-Forêts,4409,Haguenau,,67,44
67475,Sparsbach,4409,Haguenau,,67,44
67476,Stattmatten,4409,Haguenau,,67,44
67477,Steige,4422,Sélestat,,67,44
67478,Steinbourg,4419,Sarrebourg,,67,44
67479,Steinseltz,4409,Haguenau,,67,44
67480,Still,4423,Strasbourg,,67,44
67481,Stotzheim,4423,Strasbourg,,67,44
67482,Strasbourg,4423,Strasbourg,,67,44
67483,Struth,4420,Sarreguemines,,67,44
67484,Stundwiller,4409,Haguenau,,67,44
67485,Stutzheim-Offenheim,4423,Strasbourg,,67,44
67486,Sundhouse,4422,Sélestat,,67,44
67487,Surbourg,4409,Haguenau,,67,44
67488,Thal-Drulingen,4420,Sarreguemines,,67,44
67489,Thal-Marmoutier,4419,Sarrebourg,,67,44
67490,Thanvillé,4422,Sélestat,,67,44
67491,Tieffenbach,4420,Sarreguemines,,67,44
67492,Traenheim,4423,Strasbourg,,67,44
67493,Triembach-au-Val,4422,Sélestat,,67,44
67494,Trimbach,4409,Haguenau,,67,44
67495,Truchtersheim,4423,Strasbourg,,67,44
67497,Uhlwiller,4409,Haguenau,,67,44
67498,Uhrwiller,4409,Haguenau,,67,44
67499,Urbeis,4422,Sélestat,,67,44
67500,Urmatt,4423,Strasbourg,,67,44
67501,Uttenheim,4423,Strasbourg,,67,44
67502,Uttenhoffen,4409,Haguenau,,67,44
67503,Uttwiller,4409,Haguenau,,67,44
67504,Valff,4423,Strasbourg,,67,44
67505,La Vancelle,4422,Sélestat,,67,44
67506,Vendenheim,4423,Strasbourg,,67,44
67507,Villé,4422,Sélestat,,67,44
67508,Vœllerdingen,4420,Sarreguemines,,67,44
67509,Volksberg,4420,Sarreguemines,,67,44
67510,Wahlenheim,4409,Haguenau,,67,44
67511,Walbourg,4409,Haguenau,,67,44
